TASKID,Call Start Time,Call Duration (in seconds),Call Owner,Call Owner Id,Subject,Call Type,Call Purpose,Billable,Created Time,Modified Time,CONTACTID,ACCOUNTID,POTENTIALID,LEADID,Call Duration (in minutes),Who Id Id,What Id,SEMODULE
6000103,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2241,1926,0,,2,,,
3000101,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information for ZOHO mail,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2368,818,0,,2,,,
4000215,2021-03-23 00:03:00,180,Harold Pawlan,1006,customer need information about Zoho PhoneBridge,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2493,1705,0,,3,,,
300066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,3,,,
7000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
8000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
1000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
4000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
3000103,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2241,1926,0,,2,,,
2000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
9000215,2021-03-23 00:03:00,180,Harold Pawlan,1006,customer need information about Zoho PhoneBridge,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2493,1705,0,,3,,,
5000101,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information for ZOHO mail,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2368,818,0,,2,,,
1000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,3024,2,,,
2000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,25427,,2,,,
2000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
5000103,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2241,1926,25864,,2,,,
5000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
7000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
4000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
10000101,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information for ZOHO mail,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2368,818,0,,2,,,
2000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,26343,,2,,,
3000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
500066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,26157,,3,,,
1000101,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information for ZOHO mail,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2368,818,0,,2,,,
1000215,2021-03-23 00:03:00,180,Harold Pawlan,1006,customer need information about Zoho PhoneBridge,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2493,1705,0,,3,,,
10000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
9000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
3000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
4000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,26228,,2,,,
10000103,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2241,1926,0,,2,,,
5000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
700066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,3,,,
800066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,3,,,
1000158,2021-03-23 00:03:00,180,Harold Pawlan,1006,Client need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3172,,26518,,3,,,
7000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
1000103,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need information on ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2241,1926,0,,2,,,
1000066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,3,,,
100066,2021-03-23 00:03:00,180,Roger Terrence,1008,Zoho Mail,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,3,,,
2000215,2021-03-23 00:03:00,180,Harold Pawlan,1006,customer need information about Zoho PhoneBridge,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2493,1705,0,,3,,,
3000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
9000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
10000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,,2,,,
9000342,2021-03-23 00:03:00,120,Harold Pawlan,1006,Need help with ZOHO books,Inbound,Demo,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,25928,,2,,,
1000160,2021-03-23 00:03:00,120,Harold Pawlan,1006,cutomer need help in customization in ZOHO CRM,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,,,,1823,2,,,
7000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
8000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
5000210,2021-03-23 00:03:00,120,Harold Pawlan,1006,customer need help with ZOHO project,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,3214,,0,,2,,,
3000215,2021-03-23 00:03:00,180,Harold Pawlan,1006,customer need information about Zoho PhoneBridge,Inbound,Prospecting,No,2021-03-23 00:03:00,2021-09-15 00:08:00,2493,1705,0,,3,,,
9000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
600092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
5000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26974,,0,,,
7000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
6000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26961,,0,,,
1000092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
6000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
6000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
2000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
8000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
10000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
3000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
200092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
6000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26675,,0,,,
400092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
2000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
7000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,25932,,0,,,
6000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
900092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
9000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26914,,0,,,
6000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
2000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
10000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
100092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
7000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
5000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26065,,0,,,
1000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,2082,0,,,
7000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
3000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
10000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
8000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
9000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,25270,,0,,,
5000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26110,,0,,,
1000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,2161,0,,,
2000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26027,,0,,,
3000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,27116,,0,,,
1000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,2003,0,,,
2000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
4000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
8000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
9000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
700092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,25998,,0,,,
10000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
5000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,26571,,0,,,
1000125,2021-03-22 17:02:00,0,Jasmine Frank,1005,Called him and answered his basic questions regarding Zoho Mail & Migration.,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,3059,0,,,
300092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
1000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,1467,0,,,
7000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
9000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26349,,0,,,
2000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
3000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26027,,0,,,
5000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
3000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
7000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,24899,,0,,,
800092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26000,,0,,,
10000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
3000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26667,,0,,,
9000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
8000232,2021-03-22 17:02:00,0,Jasmine Frank,1005,she is looking for client / customer portal. suggested her our Zoho Support Product and forwarded he,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,26603,,0,,,
10000186,2021-03-22 17:02:00,0,Jasmine Frank,1005,spoke with him and answered his questions regarding Zoho CRM and Zoho Support. API is his majority o,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
8000181,2021-03-22 17:02:00,0,Jasmine Frank,1005,Answer connect - called him and answered his questions regarding the limitation of free Zoho CRM Acc,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
5000291,2021-03-22 17:02:00,0,Jasmine Frank,1005,answered his questions about Zoho Mail Add on,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
500092,2021-03-22 17:02:00,0,Lazar Mathew,1003,us Zoho Wiki,Inbound,Prospecting,No,2021-03-22 00:02:00,2021-09-14 00:08:00,,,,,0,,,
8000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
1000131,2021-03-22 17:02:00,0,Jasmine Frank,1005,explained him the difference between Zoho CRM Invoice and Zoho Invoice,Inbound,Demo,No,2021-03-22 00:02:00,2021-09-14 00:08:00,2614,390,0,,0,,,
5000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
3000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
1000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,1691,5,,,
8000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
10000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
6000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
9000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
4000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
2000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
7000277,2021-03-21 18:02:00,300,Harold Pawlan,1006,need information about ZOHO CRM,Inbound,Prospecting,Yes,2021-03-21 23:02:00,2021-09-13 23:08:00,,,,,5,,,
9000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
8000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
7000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
10000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
3000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
6000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
1000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
2000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
4000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
5000276,2021-03-21 18:02:00,180,Harold Pawlan,1006,customer need information how to purchase CRM users,Inbound,Prospecting,No,2021-03-21 23:02:00,2021-09-13 23:08:00,2309,1825,0,,3,,,
9000257,2021-03-21 18:02:00,300,Lazar Mathew,1003,US INVOICE,Outbound,Prospecting,Yes,2021-03-21 22:02:00,2021-09-13 22:08:00,3150,1955,0,,5,,,
