Potential Name,Potential Owner,Created Time,Closing Date,Amount,Expected Revenue,Stage,Forecast Type,Type,Lead Source,Probability,Age in Days,Age Tier,Amount Tier,LEADID,Tasks Involved,Events Involved,Calls Involved,Activities Involved,Campaign Id
"Seals, Serena",Augustine Paul,"28 Feb, 2020 00:01:00","28 Sep, 2020 00:08:00","$99,700.00","$106,000.00",Closed Won,Won,New Business,Web Research,100,213,4. 181 - 360 days,5. Above 40K,3945,No,Yes,Yes,Yes,24000078
"Dennis, Earl",Augustine Paul,"28 Feb, 2020 00:01:00","11 May, 2020 00:03:00","$6,000.00","$8,250.00",Qualification,Open,New Business,Employee Referral,100,73,2. 61 - 120 days,1. 0 - $10K,4075,Yes,Yes,No,Yes,24000083
"Hutchings, Mark",Thomas Mondrake,"27 Feb, 2020 00:01:00","30 Jul, 2020 00:06:00","$6,100.00","$9,100.00",Qualification,Open,Existing Business,Employee Referral,100,154,3. 121 - 180 days,1. 0 - $10K,4462,Yes,No,No,Yes,24000099
"Gross, Scott",Pete Zachariah,"27 Feb, 2020 00:01:00","05 Sep, 2020 00:07:00","$7,900.00","$10,250.00",Closed Won,Won,New Business,Partner,10,191,4. 181 - 360 days,1. 0 - $10K,4419,Yes,No,No,Yes,24000097
"Madrid, Carlos",Santa Cruz Clara,"27 Feb, 2020 00:01:00","08 Nov, 2020 00:09:00","$9,400.00","$5,400.00",Closed Won,Won,New Business,OnlineStore,75,255,4. 181 - 360 days,1. 0 - $10K,3928,No,No,No,No,24000078
"Oneal, Brian",Santa Cruz Clara,"27 Feb, 2020 00:01:00","11 Jun, 2020 00:04:00","$5,600.00","$7,200.00",Closed Won,Won,New Business,Advertisement,90,105,2. 61 - 120 days,1. 0 - $10K,3650,No,Yes,Yes,Yes,24000071
"Buck, Robert",Lazar Mathew,"26 Feb, 2020 00:01:00","09 Apr, 2020 00:02:00","$16,700.00","$20,450.00",Needs Analysis,Open,New Business,Public Relations,100,43,1. 0 - 60 days,"2. $10,001 - $20K",3888,Yes,Yes,No,Yes,24000077
"Louis, William",Thomas Mondrake,"26 Feb, 2020 00:01:00","24 Mar, 2020 00:02:00","$9,400.00","$11,000.00",Qualification,Open,New Business,Cold Call,20,27,1. 0 - 60 days,1. 0 - $10K,4686,No,No,No,No,24000107
"Canavan, Kelly",Lazar Mathew,"26 Feb, 2020 00:01:00","03 Jul, 2020 00:05:00","$85,700.00","$108,200.00",Closed Lost,Lost,New Business,Web Research,100,128,3. 121 - 180 days,5. Above 40K,3999,No,No,No,No,24000082
"Brumbaugh, Helen",Tina Thomas,"26 Feb, 2020 00:01:00","08 Aug, 2020 00:06:00","$92,800.00","$107,950.00",Needs Analysis,Open,New Business,Employee Referral,0,164,3. 121 - 180 days,5. Above 40K,4660,Yes,Yes,No,Yes,24000104
"Wilson, Gregory",Pete Zachariah,"26 Feb, 2020 00:01:00","26 May, 2020 00:04:00","$9,900.00","$10,200.00",Closed Lost,Lost,New Business,Cold Call,100,90,2. 61 - 120 days,1. 0 - $10K,4461,Yes,Yes,Yes,Yes,24000099
"Wurth, Mary",Augustine Paul,"26 Feb, 2020 00:01:00","21 Sep, 2020 00:08:00","$8,000.00","$10,150.00",Closed Won,Won,New Business,Cold Call,0,208,4. 181 - 360 days,1. 0 - $10K,4020,No,Yes,No,Yes,24000082
"Isenhour, Emma",Lazar Mathew,"26 Feb, 2020 00:01:00","08 May, 2020 00:03:00","$11,400.00","$16,800.00",Closed Won,Won,New Business,Partner,25,72,2. 61 - 120 days,"2. $10,001 - $20K",4122,No,No,No,No,24000085
"Christie, Emily",Jasmine Frank,"25 Feb, 2020 00:01:00","04 May, 2020 00:03:00","$207,500.00","$238,700.00",Closed Won,Won,New Business,Employee Referral,100,69,2. 61 - 120 days,5. Above 40K,4724,Yes,No,No,Yes,24000107
"Santos, Zane",Tina Thomas,"25 Feb, 2020 00:01:00","27 Jul, 2020 00:06:00","$23,600.00","$23,300.00",Qualification,Open,New Business,Employee Referral,80,153,3. 121 - 180 days,"3. $20,001 - $30K",4866,No,No,No,No,24000110
"Bratt, Christine",Roger Terrence,"25 Feb, 2020 00:01:00","18 May, 2020 00:04:00","$23,500.00","$20,800.00",Qualification,Open,Existing Business,Public Relations,90,83,2. 61 - 120 days,"3. $20,001 - $30K",4437,Yes,No,No,Yes,24000097
"Kline, Jean",Lazar Mathew,"25 Feb, 2020 00:01:00","09 Aug, 2020 00:06:00","$93,800.00","$98,750.00",Closed Won,Won,Existing Business,Cold Call,20,166,3. 121 - 180 days,5. Above 40K,4551,Yes,Yes,No,Yes,24000100
"Rodgers, Christine",Augustine Paul,"24 Feb, 2020 00:01:00","19 Jul, 2020 00:06:00","$5,100.00","$8,400.00",Qualification,Open,New Business,Trade Show,20,146,3. 121 - 180 days,1. 0 - $10K,4790,No,No,No,No,24000108
"Lyon, Gertrude",Pete Zachariah,"24 Feb, 2020 00:01:00","05 Jul, 2020 00:05:00","$82,300.00","$96,500.00",Needs Analysis,Open,New Business,Advertisement,20,132,3. 121 - 180 days,5. Above 40K,4568,No,No,No,No,24000102
"Nguyen, Timothy",Augustine Paul,"24 Feb, 2020 00:01:00","01 May, 2020 00:03:00","$8,400.00","$9,700.00",Closed Won,Won,New Business,Trade Show,0,67,2. 61 - 120 days,1. 0 - $10K,4674,Yes,No,No,Yes,24000106
"Sims, Jill",David Love,"24 Feb, 2020 00:01:00","19 Jun, 2020 00:05:00","$246,400.00","$238,300.00",Qualification,Open,New Business,Partner,20,116,2. 61 - 120 days,5. Above 40K,4735,Yes,No,No,Yes,24000107
"Hubbard, Paul",Thomas Mondrake,"24 Feb, 2020 00:01:00","13 Apr, 2020 00:02:00","$25,800.00","$26,200.00",Closed Won,Won,New Business,Partner,100,49,1. 0 - 60 days,"3. $20,001 - $30K",4095,No,No,No,No,24000084
"Allen, Wayne",Lazar Mathew,"24 Feb, 2020 00:01:00","27 Apr, 2020 00:03:00","$7,900.00","$8,400.00",Needs Analysis,Open,New Business,Web Research,100,63,2. 61 - 120 days,1. 0 - $10K,4827,Yes,No,No,Yes,24000109
"Benjamin, Flora",Roger Terrence,"24 Feb, 2020 00:01:00","24 Mar, 2020 00:02:00","$27,600.00","$22,400.00",Qualification,Open,New Business,OnlineStore,80,29,1. 0 - 60 days,"3. $20,001 - $30K",4873,Yes,Yes,No,Yes,24000110
"Mora, Awilda",Tina Thomas,"23 Feb, 2020 00:01:00","10 Jul, 2020 00:05:00","$105,100.00","$121,850.00",Needs Analysis,Open,New Business,Trade Show,20,138,3. 121 - 180 days,5. Above 40K,3638,No,No,No,No,24000071
"Lanford, David",Tina Thomas,"23 Feb, 2020 00:01:00","12 Nov, 2020 00:09:00","$236,400.00","$248,700.00",Closed Won,Won,New Business,Advertisement,75,263,4. 181 - 360 days,5. Above 40K,4802,No,No,Yes,Yes,24000109
"Wilborn, John",Santa Cruz Clara,"23 Feb, 2020 00:01:00","02 Apr, 2020 00:02:00","$14,400.00","$9,400.00",Needs Analysis,Open,Existing Business,Trade Show,25,39,1. 0 - 60 days,"2. $10,001 - $20K",3585,No,No,No,No,24000070
"Conn, Jessie",Harold Pawlan,"23 Feb, 2020 00:01:00","12 Aug, 2020 00:06:00","$6,200.00","$8,200.00",Needs Analysis,Open,New Business,Employee Referral,20,171,3. 121 - 180 days,1. 0 - $10K,3966,No,No,No,No,24000079
"Avila, Michael",Harold Pawlan,"23 Feb, 2020 00:01:00","13 Nov, 2020 00:09:00","$57,500.00","$107,300.00",Closed Won,Won,New Business,Cold Call,25,264,4. 181 - 360 days,5. Above 40K,3912,No,No,No,No,24000078
"Isenhour, Emma",Augustine Paul,"23 Feb, 2020 00:01:00","16 Jul, 2020 00:06:00","$23,900.00","$15,500.00",Closed Won,Won,New Business,Employee Referral,80,144,3. 121 - 180 days,"3. $20,001 - $30K",4822,No,No,No,No,24000109
"Hanson, Henry",Jasmine Frank,"21 Feb, 2020 00:12:00","05 Jun, 2020 00:04:00","$23,100.00","$19,300.00",Closed Lost,Lost,New Business,Public Relations,100,105,2. 61 - 120 days,"3. $20,001 - $30K",4860,Yes,No,No,Yes,24000109
"Davis, Tatyana",Roger Terrence,"21 Feb, 2020 00:12:00","25 May, 2020 00:04:00","$12,700.00","$12,600.00",Closed Lost,Lost,Existing Business,OnlineStore,100,94,2. 61 - 120 days,"2. $10,001 - $20K",4558,No,No,No,No,24000101
"Darling, Kenneth",Tina Thomas,"21 Feb, 2020 00:12:00","30 Dec, 2020 00:11:00","$76,700.00","$67,200.00",Closed Won,Won,New Business,Trade Show,100,313,4. 181 - 360 days,5. Above 40K,4692,Yes,Yes,Yes,Yes,24000107
"Lawrence, Gabriel",Thomas Mondrake,"21 Feb, 2020 00:12:00","01 Oct, 2020 00:08:00","$9,100.00","$15,350.00",Closed Won,Won,New Business,Trade Show,100,223,4. 181 - 360 days,1. 0 - $10K,3899,No,No,No,No,24000078
"Boling, Marvin",Augustine Paul,"21 Feb, 2020 00:12:00","03 Jul, 2020 00:05:00","$225,400.00","$244,300.00",Proposal/Price Quote,Open,New Business,Web Research,100,133,3. 121 - 180 days,5. Above 40K,3730,Yes,No,No,Yes,24000072
"Viverette, Ryan",Augustine Paul,"21 Feb, 2020 00:12:00","05 May, 2020 00:03:00","$121,000.00","$150,700.00",Qualification,Open,New Business,External Referral,80,74,2. 61 - 120 days,5. Above 40K,4688,No,No,No,No,24000107
"Martin, Jose",Roger Terrence,"21 Feb, 2020 00:12:00","03 Sep, 2020 00:07:00","$11,100.00","$16,200.00",Qualification,Open,New Business,External Referral,100,195,4. 181 - 360 days,"2. $10,001 - $20K",3787,No,Yes,Yes,Yes,24000075
"Barr, Ricky",Rozario Diego,"20 Feb, 2020 00:12:00","05 Jun, 2020 00:04:00","$25,800.00","$33,800.00",Closed Won,Won,New Business,Sales Mail Alias,100,106,2. 61 - 120 days,"3. $20,001 - $30K",4870,Yes,No,No,Yes,24000110
"Seals, Serena",David Love,"20 Feb, 2020 00:12:00","24 Aug, 2020 00:07:00","$22,100.00","$14,700.00",Closed Won,Won,New Business,Public Relations,20,186,4. 181 - 360 days,"3. $20,001 - $30K",4645,No,No,No,No,24000103
"Whyte, Joyce",David Love,"20 Feb, 2020 00:12:00","17 May, 2020 00:04:00","$19,200.00","$17,550.00",Qualification,Open,New Business,Public Relations,25,87,2. 61 - 120 days,"2. $10,001 - $20K",3753,Yes,Yes,No,Yes,24000073
"Carmona, Valerie",Jasmine Frank,"20 Feb, 2020 00:12:00","17 Jul, 2020 00:06:00","$18,200.00","$15,000.00",Closed Won,Won,Existing Business,OnlineStore,95,148,3. 121 - 180 days,"2. $10,001 - $20K",4891,Yes,Yes,Yes,Yes,24000110
"Sanchez, Leonard",Harold Pawlan,"20 Feb, 2020 00:12:00","29 Aug, 2020 00:07:00","$14,700.00","$17,200.00",Prospect,Open,Existing Business,OnlineStore,10,191,4. 181 - 360 days,"2. $10,001 - $20K",3515,No,No,No,No,24000068
"Boles, Courtney",Lazar Mathew,"20 Feb, 2020 00:12:00","16 Nov, 2020 00:10:00","$84,100.00","$57,400.00",Closed Won,Won,New Business,External Referral,0,270,4. 181 - 360 days,5. Above 40K,3751,Yes,Yes,Yes,Yes,24000073
"Kellett, Shelia",Santa Cruz Clara,"20 Feb, 2020 00:12:00","17 May, 2020 00:04:00","$19,400.00","$10,200.00",Needs Analysis,Open,New Business,Cold Call,75,87,2. 61 - 120 days,"2. $10,001 - $20K",4101,No,No,No,No,24000085
"Lewis, Peter",David Love,"19 Feb, 2020 00:12:00","23 Aug, 2020 00:07:00","$7,100.00","$4,700.00",Closed Won,Won,New Business,Employee Referral,80,186,4. 181 - 360 days,1. 0 - $10K,3697,Yes,No,No,Yes,24000072
"Golden, Michael",Lazar Mathew,"19 Feb, 2020 00:12:00","12 Apr, 2020 00:02:00","$24,900.00","$31,400.00",Proposal/Price Quote,Open,New Business,Public Relations,10,53,1. 0 - 60 days,"3. $20,001 - $30K",4600,Yes,No,No,Yes,24000102
"Connolly, Bobby",Santa Cruz Clara,"18 Feb, 2020 00:12:00","23 Apr, 2020 00:03:00","$5,200.00","$6,650.00",Closed Won,Won,New Business,Partner,20,65,2. 61 - 120 days,1. 0 - $10K,3959,No,No,No,No,24000079
"Young, William",Santa Cruz Clara,"18 Feb, 2020 00:12:00","23 Mar, 2020 00:02:00","$8,100.00","$10,800.00",Needs Analysis,Open,New Business,External Referral,20,34,1. 0 - 60 days,1. 0 - $10K,4454,Yes,No,No,Yes,24000098
"Parrish, Melanie",Augustine Paul,"17 Feb, 2020 00:12:00","31 Mar, 2020 00:02:00","$88,400.00","$95,900.00",Closed Lost,Lost,New Business,Employee Referral,10,43,1. 0 - 60 days,5. Above 40K,3922,No,No,No,No,24000078
"Stamps, Son",Santa Cruz Clara,"17 Feb, 2020 00:12:00","25 Jun, 2020 00:05:00","$16,200.00","$14,250.00",Prospect,Open,New Business,Public Relations,100,129,3. 121 - 180 days,"2. $10,001 - $20K",4384,Yes,Yes,No,Yes,24000097
"Dicarlo, Timothy",Rozario Diego,"17 Feb, 2020 00:12:00","12 Aug, 2020 00:06:00","$12,600.00","$15,500.00",Qualification,Open,New Business,Advertisement,100,177,3. 121 - 180 days,"2. $10,001 - $20K",3569,No,No,No,No,24000069
"Kline, Jean",Augustine Paul,"17 Feb, 2020 00:12:00","23 Aug, 2020 00:07:00","$96,800.00","$90,050.00",Closed Won,Won,New Business,Partner,20,188,4. 181 - 360 days,5. Above 40K,3851,No,No,No,No,24000077
"McCleary, Joe",David Love,"16 Feb, 2020 00:12:00","02 May, 2020 00:03:00","$206,800.00","$221,800.00",Closed Won,Won,New Business,Sales Mail Alias,0,76,2. 61 - 120 days,5. Above 40K,4096,Yes,Yes,No,Yes,24000084
"Collins, Frances",Tina Thomas,"16 Feb, 2020 00:12:00","02 Aug, 2020 00:06:00","$12,800.00","$11,750.00",Closed Lost,Lost,Existing Business,Web Research,10,168,3. 121 - 180 days,"2. $10,001 - $20K",4440,No,No,No,No,24000098
"Berg, Eugene",Santa Cruz Clara,"16 Feb, 2020 00:12:00","27 Jul, 2020 00:06:00","$14,200.00","$18,000.00",Closed Won,Won,New Business,Sales Mail Alias,80,162,3. 121 - 180 days,"2. $10,001 - $20K",4744,No,No,No,No,24000108
"Herring, Mary",Roger Terrence,"16 Feb, 2020 00:12:00","02 Sep, 2020 00:07:00","$9,300.00","$8,400.00",Closed Lost,Lost,New Business,External Referral,10,199,4. 181 - 360 days,1. 0 - $10K,3742,No,No,No,No,24000073
"McComb, William",Rozario Diego,"16 Feb, 2020 00:12:00","05 Nov, 2020 00:09:00","$18,400.00","$15,300.00",Closed Won,Won,New Business,Web Research,10,263,4. 181 - 360 days,"2. $10,001 - $20K",4071,Yes,Yes,No,Yes,24000083
"Rodgers, Christine",Augustine Paul,"16 Feb, 2020 00:12:00","20 Sep, 2020 00:08:00","$136,000.00","$118,250.00",Closed Won,Won,New Business,OnlineStore,20,217,4. 181 - 360 days,5. Above 40K,4090,No,No,No,No,24000084
"Herrera, Sheila",Roger Terrence,"15 Feb, 2020 00:12:00","08 Nov, 2020 00:09:00","$249,400.00","$225,700.00",Closed Won,Won,New Business,OnlineStore,20,267,4. 181 - 360 days,5. Above 40K,3559,Yes,No,No,Yes,24000069
"Phillips, Sharon",Tina Thomas,"15 Feb, 2020 00:12:00","13 Apr, 2020 00:02:00","$23,800.00","$21,400.00",Qualification,Open,New Business,Cold Call,20,58,1. 0 - 60 days,"3. $20,001 - $30K",4739,Yes,Yes,No,Yes,24000108
"Bishop, Karen",Jasmine Frank,"15 Feb, 2020 00:12:00","03 May, 2020 00:03:00","$10,700.00","$18,100.00",Qualification,Open,New Business,Web Research,100,78,2. 61 - 120 days,"2. $10,001 - $20K",3613,No,No,No,No,24000070
"Keller, William",Augustine Paul,"15 Feb, 2020 00:12:00","31 Aug, 2020 00:07:00","$18,100.00","$17,300.00",Prospect,Open,New Business,Public Relations,0,198,4. 181 - 360 days,"2. $10,001 - $20K",4501,Yes,No,Yes,Yes,24000099
"Grace, William",Jasmine Frank,"14 Feb, 2020 00:12:00","18 Mar, 2020 00:02:00","$58,200.00","$57,800.00",Closed Lost,Lost,New Business,Web Research,10,33,1. 0 - 60 days,5. Above 40K,4818,Yes,Yes,Yes,Yes,24000109
"Reynolds, John",Santa Cruz Clara,"14 Feb, 2020 00:12:00","24 Jul, 2020 00:06:00","$5,800.00","$5,000.00",Closed Won,Won,Existing Business,External Referral,0,161,3. 121 - 180 days,1. 0 - $10K,3877,No,No,No,No,24000077
"Ambriz, Alan",Santa Cruz Clara,"14 Feb, 2020 00:12:00","30 Jul, 2020 00:06:00","$14,500.00","$14,100.00",Qualification,Open,Existing Business,OnlineStore,100,167,3. 121 - 180 days,"2. $10,001 - $20K",3883,Yes,Yes,No,Yes,24000077
"Colegrove, Clyde",David Love,"14 Feb, 2020 00:12:00","31 May, 2020 00:04:00","$7,900.00","$9,400.00",Closed Won,Won,New Business,Partner,10,107,2. 61 - 120 days,1. 0 - $10K,4833,No,No,No,No,24000109
"Benton, Elva",Augustine Paul,"13 Feb, 2020 00:12:00","09 May, 2020 00:03:00","$11,300.00","$15,650.00",Closed Won,Won,New Business,Sales Mail Alias,25,86,2. 61 - 120 days,"2. $10,001 - $20K",4412,Yes,No,No,Yes,24000097
"Goodwin, Louis",Jasmine Frank,"13 Feb, 2020 00:12:00","15 Jul, 2020 00:06:00","$98,200.00","$103,000.00",Closed Won,Won,Existing Business,Sales Mail Alias,0,153,3. 121 - 180 days,5. Above 40K,4438,Yes,No,No,Yes,24000097
"Hampton, Alberta",Rozario Diego,"13 Feb, 2020 00:12:00","31 Mar, 2020 00:02:00","$28,600.00","$23,700.00",Proposal/Price Quote,Open,New Business,OnlineStore,20,47,1. 0 - 60 days,"3. $20,001 - $30K",4595,No,No,No,No,24000102
"Finley, Henry",Augustine Paul,"13 Feb, 2020 00:12:00","16 Nov, 2020 00:10:00","$15,800.00","$28,400.00",Closed Won,Won,New Business,Employee Referral,80,277,4. 181 - 360 days,"2. $10,001 - $20K",4480,No,No,Yes,Yes,24000099
"Marone, Philip",Pete Zachariah,"13 Feb, 2020 00:12:00","15 Jun, 2020 00:05:00","$11,900.00","$19,000.00",Closed Lost,Lost,New Business,External Referral,20,123,3. 121 - 180 days,"2. $10,001 - $20K",4066,No,No,No,No,24000083
"Fischer, Scot",Santa Cruz Clara,"13 Feb, 2020 00:12:00","21 May, 2020 00:04:00","$123,500.00","$138,000.00",Needs Analysis,Open,New Business,Advertisement,10,98,2. 61 - 120 days,5. Above 40K,3633,No,No,No,No,24000071
"Welch, Bruce",Tina Thomas,"12 Feb, 2020 00:12:00","21 Apr, 2020 00:03:00","$28,700.00","$28,600.00",Closed Won,Won,New Business,Web Research,0,69,2. 61 - 120 days,"3. $20,001 - $30K",3694,No,No,No,No,24000072
"Hartzog, James",Lazar Mathew,"11 Feb, 2020 00:12:00","10 Jul, 2020 00:05:00","$17,400.00","$15,100.00",Closed Lost,Lost,Existing Business,Partner,0,150,3. 121 - 180 days,"2. $10,001 - $20K",4590,No,No,No,No,24000102
"Darling, Kenneth",Jasmine Frank,"11 Feb, 2020 00:12:00","05 Apr, 2020 00:02:00","$85,200.00","$92,750.00",Closed Won,Won,Existing Business,Advertisement,0,54,1. 0 - 60 days,5. Above 40K,3992,No,No,No,No,24000080
"Lawrence, Gabriel",Pete Zachariah,"10 Feb, 2020 00:12:00","08 Mar, 2020 00:01:00","$8,100.00","$11,000.00",Initial Offer,Open,New Business,Partner,100,27,1. 0 - 60 days,1. 0 - $10K,4599,No,No,No,No,24000102
"Young, Bill",Tina Thomas,"10 Feb, 2020 00:12:00","08 Apr, 2020 00:02:00","$241,500.00","$247,050.00",Closed Won,Won,New Business,Public Relations,20,58,1. 0 - 60 days,5. Above 40K,4770,No,No,No,No,24000108
"Adams, Alejandro",Augustine Paul,"10 Feb, 2020 00:12:00","23 Jul, 2020 00:06:00","$11,900.00","$17,100.00",Needs Analysis,Open,New Business,Employee Referral,75,164,3. 121 - 180 days,"2. $10,001 - $20K",3759,Yes,No,No,Yes,24000073
"Davis, Tatyana",Pete Zachariah,"10 Feb, 2020 00:12:00","17 Aug, 2020 00:07:00","$233,100.00","$205,650.00",Proposal/Price Quote,Open,Existing Business,Employee Referral,100,189,4. 181 - 360 days,5. Above 40K,3858,Yes,No,No,Yes,24000077
"Carson, Gregory",Santa Cruz Clara,"10 Feb, 2020 00:12:00","03 Jul, 2020 00:05:00","$242,200.00","$228,150.00",Closed Lost,Lost,New Business,Sales Mail Alias,100,144,3. 121 - 180 days,5. Above 40K,4069,Yes,Yes,Yes,Yes,24000083
"Russell, Brian",Harold Pawlan,"10 Feb, 2020 00:12:00","28 Mar, 2020 00:02:00","$83,700.00","$97,200.00",Proposal/Price Quote,Open,New Business,Trade Show,10,47,1. 0 - 60 days,5. Above 40K,4602,No,No,No,No,24000102
"Reynolds, John",Santa Cruz Clara,"09 Feb, 2020 00:12:00","06 May, 2020 00:03:00","$9,800.00","$4,500.00",Qualification,Open,Existing Business,Advertisement,0,87,2. 61 - 120 days,1. 0 - $10K,4577,Yes,Yes,No,Yes,24000102
"Holder, Jennifer",Rozario Diego,"09 Feb, 2020 00:12:00","04 Aug, 2020 00:06:00","$9,200.00","$9,000.00",Closed Lost,Lost,New Business,Partner,100,177,3. 121 - 180 days,1. 0 - $10K,3609,No,No,No,No,24000070
"Roach, Johnathan",Augustine Paul,"09 Feb, 2020 00:12:00","24 Apr, 2020 00:03:00","$12,200.00","$12,050.00",Qualification,Open,New Business,Advertisement,100,75,2. 61 - 120 days,"2. $10,001 - $20K",4073,No,No,No,No,24000083
"Cassell, Margaret",Thomas Mondrake,"09 Feb, 2020 00:12:00","25 Aug, 2020 00:07:00","$19,800.00","$20,650.00",Closed Won,Won,New Business,Employee Referral,75,198,4. 181 - 360 days,"2. $10,001 - $20K",3913,No,No,No,No,24000078
"Patterson, Eddy",Roger Terrence,"09 Feb, 2020 00:12:00","05 Jun, 2020 00:04:00","$9,700.00","$5,200.00",Qualification,Open,New Business,Employee Referral,10,117,2. 61 - 120 days,1. 0 - $10K,3939,No,No,No,No,24000078
"Koopman, Bertha",Pete Zachariah,"09 Feb, 2020 00:12:00","30 Mar, 2020 00:02:00","$20,400.00","$25,400.00",Closed Won,Won,Existing Business,OnlineStore,75,50,1. 0 - 60 days,"3. $20,001 - $30K",3982,Yes,Yes,No,Yes,24000080
"Louis, Samuel",Roger Terrence,"08 Feb, 2020 00:12:00","31 May, 2020 00:04:00","$65,600.00","$106,000.00",Qualification,Open,Existing Business,Employee Referral,0,113,2. 61 - 120 days,5. Above 40K,4003,Yes,No,No,Yes,24000082
"Garner, Craig",David Love,"08 Feb, 2020 00:12:00","29 Aug, 2020 00:07:00","$17,500.00","$12,500.00",Qualification,Open,Existing Business,Cold Call,90,203,4. 181 - 360 days,"2. $10,001 - $20K",4587,Yes,No,No,Yes,24000102
"Nickel, Mike",Roger Terrence,"08 Feb, 2020 00:12:00","19 Jun, 2020 00:05:00","$9,700.00","$8,100.00",Initial Offer,Open,New Business,External Referral,100,132,3. 121 - 180 days,1. 0 - $10K,4336,No,No,No,No,24000095
"Phillips, Sharon",Harold Pawlan,"08 Feb, 2020 00:12:00","10 Aug, 2020 00:06:00","$8,800.00","$5,300.00",Qualification,Open,New Business,External Referral,10,184,4. 181 - 360 days,1. 0 - $10K,4039,No,No,No,No,24000082
"Fuller, Roger",Lazar Mathew,"08 Feb, 2020 00:12:00","16 Jul, 2020 00:06:00","$18,900.00","$15,400.00",Initial Offer,Open,New Business,Trade Show,80,159,3. 121 - 180 days,"2. $10,001 - $20K",4538,Yes,No,No,Yes,24000100
"Peltier, Kimberly",Pete Zachariah,"07 Feb, 2020 00:12:00","07 Jun, 2020 00:04:00","$32,300.00","$32,400.00",Qualification,Open,New Business,Public Relations,25,121,3. 121 - 180 days,"4. $30,001 - $40K",4797,No,No,No,No,24000108
"Fragoso, Tamara",Pete Zachariah,"07 Feb, 2020 00:12:00","26 Dec, 2020 00:11:00","$19,200.00","$14,700.00",Closed Lost,Lost,New Business,Partner,75,323,4. 181 - 360 days,"2. $10,001 - $20K",4428,No,No,No,No,24000097
"Neary, Marie",Roger Terrence,"07 Feb, 2020 00:12:00","04 Sep, 2020 00:07:00","$93,500.00","$105,550.00",Closed Won,Won,New Business,OnlineStore,100,210,4. 181 - 360 days,5. Above 40K,3955,No,No,No,No,24000078
"Moulton, Brian",Santa Cruz Clara,"07 Feb, 2020 00:12:00","17 Aug, 2020 00:07:00","$29,000.00","$22,400.00",Qualification,Open,New Business,Public Relations,10,192,4. 181 - 360 days,"3. $20,001 - $30K",4528,No,No,No,No,24000099
"Bowen, Timothy",Jasmine Frank,"06 Feb, 2020 00:12:00","28 Apr, 2020 00:03:00","$14,000.00","$16,700.00",Closed Won,Won,New Business,Advertisement,10,82,2. 61 - 120 days,"2. $10,001 - $20K",4667,No,No,No,No,24000105
"Briggs, Jeremy",Lazar Mathew,"06 Feb, 2020 00:12:00","11 Mar, 2020 00:01:00","$96,400.00","$98,050.00",Qualification,Open,New Business,Trade Show,100,34,1. 0 - 60 days,5. Above 40K,3755,No,No,No,No,24000073
"Johnson, Pauline",Augustine Paul,"06 Feb, 2020 00:12:00","08 Mar, 2020 00:01:00","$16,500.00","$15,200.00",Closed Lost,Lost,New Business,Trade Show,10,31,1. 0 - 60 days,"2. $10,001 - $20K",4781,Yes,Yes,No,Yes,24000108
"Delacruz, Brandon",Jasmine Frank,"06 Feb, 2020 00:12:00","18 Aug, 2020 00:07:00","$27,100.00","$34,200.00",Qualification,Open,New Business,Public Relations,100,194,4. 181 - 360 days,"3. $20,001 - $30K",4788,Yes,Yes,No,Yes,24000108
"Moore, Mary",Rozario Diego,"06 Feb, 2020 00:12:00","04 Sep, 2020 00:07:00","$7,400.00","$5,200.00",Qualification,Open,New Business,Employee Referral,100,211,4. 181 - 360 days,1. 0 - $10K,4651,No,No,No,No,24000104
"Suarez, Edward",Jasmine Frank,"05 Feb, 2020 00:12:00","25 Aug, 2020 00:07:00","$148,600.00","$104,500.00",Needs Analysis,Open,New Business,External Referral,0,202,4. 181 - 360 days,5. Above 40K,4391,Yes,Yes,No,Yes,24000097
"Estrada, Claire",Tina Thomas,"05 Feb, 2020 00:12:00","29 Mar, 2020 00:02:00","$243,200.00","$250,300.00",Closed Lost,Lost,New Business,Advertisement,20,53,1. 0 - 60 days,5. Above 40K,4109,Yes,Yes,No,Yes,24000085
"Molinari, Harold",David Love,"05 Feb, 2020 00:12:00","25 May, 2020 00:04:00","$6,300.00","$7,600.00",Closed Won,Won,New Business,Public Relations,20,110,2. 61 - 120 days,1. 0 - $10K,4690,Yes,No,No,Yes,24000107
"Lanford, David",Harold Pawlan,"04 Feb, 2020 00:12:00","08 Mar, 2020 00:01:00","$26,400.00","$19,000.00",Needs Analysis,Open,New Business,Employee Referral,100,33,1. 0 - 60 days,"3. $20,001 - $30K",4102,No,No,No,No,24000085
"Pacheco, Victor",Santa Cruz Clara,"04 Feb, 2020 00:12:00","09 Jun, 2020 00:04:00","$100,000.00","$98,050.00",Closed Lost,Lost,New Business,OnlineStore,100,126,3. 121 - 180 days,5. Above 40K,4721,Yes,Yes,No,Yes,24000107
"Glover, James",Harold Pawlan,"04 Feb, 2020 00:12:00","02 Mar, 2020 00:01:00","$27,800.00","$34,100.00",Qualification,Open,New Business,Public Relations,10,27,1. 0 - 60 days,"3. $20,001 - $30K",3934,Yes,Yes,No,Yes,24000078
