LEADID,Last Name,Company,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED,month_Created Time1
3194,Connolly,Weenie Beenie,Jasmine Frank,JamesSConnolly@teleworm.us,212-645-5938,FloodContractors.com,Technology,Employee Referral,Pre Qualified,"17 Dec, 2019 00:11:00",Yes,December
1929,Hill,Great Western,Harold Pawlan,DonaldGHill@gustr.com,214-497-6170,TanningExpo.com,Education,Public Relations,Pre Qualified,"17 Dec, 2019 00:11:00",Yes,December
3694,Howard,Alexander's,Thomas Mondrake,DebraCHoward@rhyta.com,970-386-5353,TournamentLeader.com,Financial Services,Public Relations,Contact in Future,"10 Dec, 2019 00:10:00",Yes,December
3695,Johnson,Dun Rite Lawn Care,Roger Terrence,NatishaGJohnson@superrito.com,916-257-8409,WallpaperDistributors.com,Government/Military,External Referral,Lost Lead,"10 Dec, 2019 00:10:00",Yes,December
4463,Jude,Weenie Beenie,Thomas Mondrake,KevinLJude@fleckens.hu,253-503-2513,StrawberryBar.com,Pharma,Sales Mail Alias,Pre Qualified,"10 Dec, 2019 00:10:00",Yes,December
3696,Petti,Cal Stereo,David Love,BrandonJPetti@teleworm.us,972-943-5933,ClickFail.com,Technology,Sales Mail Alias,Contacted,"10 Dec, 2019 00:10:00",Yes,December
2429,Jarvis,The Polka Dot Bear Tavern,Rozario Diego,VernonEJarvis@jourrapide.com,540-459-4873,WikiPatrol.com,Education,Partner,Contact in Future,"10 Dec, 2019 00:10:00",Yes,December
2430,Kerr,House 2 Home,Pete Zachariah,WilliamKKerr@einrot.com,714-284-6462,WirelessDSLBlog.com,Service Provider,External Referral,Lost Lead,"10 Dec, 2019 00:10:00",Yes,December
3198,Miller,The White Swan,Harold Pawlan,ViolaRMiller@jourrapide.com,334-709-0595,ForeclosureConference.com,Pharma,Web Research,Pre Qualified,"10 Dec, 2019 00:10:00",Yes,December
2431,Kemmer,Wellby,Santa Cruz Clara,FelipeNKemmer@dayrep.com,860-804-5276,DeliveryTax.com,Service Provider,Public Relations,Contacted,"10 Dec, 2019 00:10:00",Yes,December
1933,Gilmore,Better Business Ideas and Services,Santa Cruz Clara,HectorBGilmore@einrot.com,817-896-3828,GPSPage.com,Education,Sales Mail Alias,Pre Qualified,"10 Dec, 2019 00:10:00",Yes,December
3697,Ramsey,Chargepal,Lazar Mathew,AshleyNRamsey@teleworm.us,254-578-9734,WikiWorm.com,Pharma,Web Research,Not Contacted,"09 Dec, 2019 00:10:00",Yes,December
3698,Laub,A. L. Price,Santa Cruz Clara,WilmaRLaub@superrito.com,630-828-8877,StretchTable.com,Financial Services,Online Store,Pre Qualified,"09 Dec, 2019 00:10:00",Yes,December
2432,Jackson,Coon Chicken Inn,Pete Zachariah,JeanTJackson@jourrapide.com,707-318-5652,NowSavers.com,Financial Services,Trade Show,Not Contacted,"09 Dec, 2019 00:10:00",Yes,December
2433,Perez,Greenwich IGA,Tina Thomas,ElmerSPerez@armyspy.com,281-500-0478,NetworkZoom.com,Communications,External Referral,Pre Qualified,"09 Dec, 2019 00:10:00",Yes,December
3221,Bohannon,First Rate Choice,Augustine Paul,ArthurSBohannon@dayrep.com,408-467-6725,ChicMoms.com,Manufacturing,Sales Mail Alias,Pre Qualified,"27 Nov, 2019 00:10:00",No,November
3223,Bradford,E.J. Korvette,Roger Terrence,LaverneMBradford@gustr.com,513-231-2343,PhotoSchedule.com,Financial Services,Public Relations,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
3224,Williams,Cellophane Square,David Love,BrendanBWilliams@fleckens.hu,830-549-9655,FraternityNetwork.com,Consulting,Web Research,Contacted,"27 Nov, 2019 00:10:00",Yes,November
3231,Coffee,J. K. Gill Company,Harold Pawlan,EmmaRCoffee@dayrep.com,801-250-9044,GrapeApple.com,Manufacturing,Cold Call,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
3232,Sears,Huffman and Boyle,Rozario Diego,WilliamCSears@cuvox.de,623-792-6749,SuperstarHomes.com,IT Services,Web Research,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
1954,Clark,Second Time Around,Roger Terrence,ClarenceRClark@fleckens.hu,715-785-6184,GradDay.com,Consulting,Partner,Junk Lead,"27 Nov, 2019 00:10:00",Yes,November
3235,Brockington,Netcom Business Services,Lazar Mathew,RyanTBrockington@superrito.com,208-301-5365,GoldAgenda.com,Pharma,Web Research,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
1956,Mountain,Express Merchant Service,Santa Cruz Clara,SherylWMountain@teleworm.us,802-430-1022,BloggerCourse.com,Pharma,Web Research,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
1958,Rigsby,Discount Furniture Showcase,Augustine Paul,MildredFRigsby@jourrapide.com,206-935-5804,DentistProfiles.com,IT Services,Web Research,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
1959,Williams,Libera,Harold Pawlan,LoisBWilliams@teleworm.us,626-262-5007,AMRegister.com,Education,Advertisement,Contacted,"27 Nov, 2019 00:10:00",Yes,November
1966,Caswell,Megatronic Plus,Santa Cruz Clara,PamJCaswell@teleworm.us,863-701-4735,GeoUsers.com,Manufacturing,Cold Call,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
1967,Owens,Big A Auto Parts,Jasmine Frank,FrankMOwens@superrito.com,248-746-2728,CustomizedSkins.com,Financial Services,Trade Show,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
1970,Jimerson,Loblaws,Jasmine Frank,CharleneMJimerson@cuvox.de,712-486-5224,EmployeeParties.com,Education,Public Relations,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
3699,Tobias,MacMarr Stores,Santa Cruz Clara,AnthonyATobias@dayrep.com,775-290-2127,CrucialLinks.com,Pharma,Online Store,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
3700,Denton,Freedom Map,Pete Zachariah,RobertLDenton@superrito.com,952-460-7976,ReverseSpace.com,Manufacturing,Online Store,Junk Lead,"27 Nov, 2019 00:10:00",Yes,November
3701,Miller,Star Interior Design,Thomas Mondrake,DennisMMiller@rhyta.com,413-998-3255,InstantIntegration.com,Financial Services,Trade Show,Attempted to Contact,"27 Nov, 2019 00:10:00",Yes,November
3702,Wade,Universal Design Partners,Harold Pawlan,MichelleBWade@gustr.com,786-712-3923,HubSave.com,Government/Military,Online Store,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
3703,Esposito,Adaptaz,Rozario Diego,CynthiaJEsposito@gustr.com,808-923-4670,ZenPros.com,IT Services,Advertisement,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
3704,Kline,Veramons,Thomas Mondrake,RickyBKline@superrito.com,541-422-9739,SoccerAlerts.com,Consulting,Employee Referral,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
3705,Marshall,Delchamps,Roger Terrence,DonnaJMarshall@superrito.com,203-687-2410,TropicalGolfer.com,Financial Services,Public Relations,Contacted,"27 Nov, 2019 00:10:00",Yes,November
3706,Johnston,Budget Tapes & Records,Rozario Diego,CharlesJJohnston@jourrapide.com,203-820-3975,CottonAgency.com,Pharma,External Referral,Not Contacted,"27 Nov, 2019 00:10:00",Yes,November
3707,Shinn,Asian Junction,Tina Thomas,PatrickCShinn@cuvox.de,828-453-6608,GolfAllstars.com,Education,Public Relations,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
3708,Stephen,Alert Alarm Company,Santa Cruz Clara,AnnaMStephen@dayrep.com,925-349-8307,SleepFashion.com,Technology,Web Research,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
3709,Luna,Shoe Pavilion,Lazar Mathew,EvaWLuna@cuvox.de,315-289-5443,CoDiscounts.com,Manufacturing,Trade Show,Contacted,"27 Nov, 2019 00:10:00",Yes,November
3710,Strode,Woolf Brothers,Jasmine Frank,GilbertRStrode@rhyta.com,618-344-4942,KittenExchange.com,Consulting,Sales Mail Alias,Attempted to Contact,"27 Nov, 2019 00:10:00",Yes,November
3711,Hardy,The Jolly Farmer,Santa Cruz Clara,SeanTHardy@gustr.com,501-771-8999,SpaceConvention.com,Service Provider,Public Relations,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
3712,Cole,EXPO Design Center,Santa Cruz Clara,PeterSCole@cuvox.de,719-314-8494,PDAGuard.com,Manufacturing,External Referral,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
2434,Collins,Fresh Start,Harold Pawlan,LeeCCollins@superrito.com,856-583-6011,SemiYearly.com,Consulting,Cold Call,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
2435,Mizer,Superior Appraisals,Harold Pawlan,GraceSMizer@jourrapide.com,415-438-4062,RewardsPays.com,Consulting,External Referral,Junk Lead,"27 Nov, 2019 00:10:00",Yes,November
2436,Huff,Millenia Life,Harold Pawlan,BruceHHuff@jourrapide.com,660-544-5150,SoloShower.com,Service Provider,Web Research,Attempted to Contact,"27 Nov, 2019 00:10:00",No,November
4484,Romero,Bay Furniture,Jasmine Frank,AprilMRomero@jourrapide.com,781-774-3127,HDSuppliers.com,Education,Online Store,Junk Lead,"27 Nov, 2019 00:10:00",Yes,November
2437,Painter,Platinum Interior Design,David Love,JoeAPainter@teleworm.us,956-926-2696,TucsonEntrepreneur.com,Technology,Advertisement,Pre Qualified,"27 Nov, 2019 00:10:00",No,November
2438,McMillan,Magna Wealth,Jasmine Frank,SeasonAMcMillan@einrot.com,312-569-9554,WildParents.com,Communications,Partner,Contact in Future,"27 Nov, 2019 00:10:00",No,November
4486,Kemp,Computer City,Santa Cruz Clara,AngelaDKemp@einrot.com,303-807-4452,SoccerAlerts.com,Consulting,Online Store,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
2439,Hart,Littler's,Augustine Paul,DanielBHart@fleckens.hu,708-660-3570,TeleTennis.com,Government/Military,Trade Show,Lost Lead,"27 Nov, 2019 00:10:00",No,November
2440,Palacios,Audio Visions,Harold Pawlan,AliceLPalacios@gustr.com,410-732-6476,NoBuilder.com,Communications,Sales Mail Alias,Contacted,"27 Nov, 2019 00:10:00",Yes,November
4488,Lake,Leonard Krower & Sons,Harold Pawlan,MelissaFLake@jourrapide.com,401-286-1352,SocialQuarterly.com,Government/Military,Sales Mail Alias,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
2441,Million,Baltimore Markets,Roger Terrence,XavierCMillion@cuvox.de,541-957-9755,RentGeeks.com,Service Provider,Advertisement,Not Contacted,"27 Nov, 2019 00:10:00",Yes,November
4489,Scott,White Tower Hamburgers,Rozario Diego,MarinaRScott@rhyta.com,210-884-3878,RecordDebt.com,Manufacturing,Cold Call,Contacted,"27 Nov, 2019 00:10:00",Yes,November
2442,Byrne,Handy Dan,Rozario Diego,BettyRByrne@einrot.com,718-378-6004,SeekTrading.com,Service Provider,External Referral,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
2443,Terry,Thriftway Food Mart,Rozario Diego,RichardLTerry@cuvox.de,773-641-0149,MysteryCelebrity.com,Technology,Sales Mail Alias,Contact in Future,"27 Nov, 2019 00:10:00",No,November
2444,Cunningham,Incredible Universe,Jasmine Frank,RobertECunningham@cuvox.de,361-299-5237,BeepThis.com,Communications,External Referral,Contacted,"27 Nov, 2019 00:10:00",Yes,November
2445,Hughes,The Great Train Stores,Augustine Paul,DennisMHughes@einrot.com,540-572-8621,DebateStage.com,Pharma,Employee Referral,Attempted to Contact,"27 Nov, 2019 00:10:00",Yes,November
2446,Bemis,Grade A Investment,Harold Pawlan,JuanKBemis@armyspy.com,816-807-7554,StocktonMortgageBrokers.com,Consulting,Employee Referral,Pre Qualified,"27 Nov, 2019 00:10:00",Yes,November
2447,Slater,Pay'N Takeit,Augustine Paul,RhondaJSlater@einrot.com,304-745-5541,PartyTest.com,Pharma,External Referral,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
4496,Williamson,York Steak House,Roger Terrence,MaraJWilliamson@cuvox.de,701-214-7566,SohoSigns.com,Government/Military,Trade Show,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
4497,Roberts,Mikro Designs,Santa Cruz Clara,RichardPRoberts@cuvox.de,305-691-8917,FuneralLife.com,Government/Military,Trade Show,Lost Lead,"27 Nov, 2019 00:10:00",Yes,November
3219,Dameron,Williams Bros.,Santa Cruz Clara,JohnADameron@einrot.com,503-667-9819,ConfidentialCash.com,Consulting,Employee Referral,Junk Lead,"27 Nov, 2019 00:10:00",Yes,November
4500,Holguin,Magik Lamp,Augustine Paul,RosalieDHolguin@gustr.com,205-390-0282,PureMess.com,Technology,Online Store,Contact in Future,"27 Nov, 2019 00:10:00",Yes,November
2453,Adams,Bodega Club,Augustine Paul,MaryRAdams@rhyta.com,859-749-1790,GunInstructions.com,Education,Online Store,Contacted,"26 Nov, 2019 00:10:00",Yes,November
2454,Smith,Maxi-Tech,Thomas Mondrake,MaryESmith@cuvox.de,630-526-3795,FuelStrike.com,Communications,Employee Referral,Junk Lead,"26 Nov, 2019 00:10:00",Yes,November
2455,Walton,Rolling Thunder,Rozario Diego,JosephCWalton@dayrep.com,803-779-1762,SeriesSearch.com,Communications,Employee Referral,Pre Qualified,"26 Nov, 2019 00:10:00",Yes,November
2456,Desantis,Golden's Distributors,Rozario Diego,AnthonyEDesantis@cuvox.de,630-253-0759,TeleconferenceOnDemand.com,Pharma,Public Relations,Contact in Future,"26 Nov, 2019 00:10:00",No,November
2457,Lewis,Omni Architectural Designs,Pete Zachariah,ColeGLewis@cuvox.de,502-316-2842,TonerPromos.com,Service Provider,Sales Mail Alias,Lost Lead,"26 Nov, 2019 00:10:00",Yes,November
2458,Smith,Magna Architectural Design,Jasmine Frank,AndrewMSmith@gustr.com,630-891-1001,InternetEnthusiasts.com,Government/Military,Advertisement,Contacted,"26 Nov, 2019 00:10:00",Yes,November
3713,Clair,Chase Pitkin,Jasmine Frank,ElizabethMClair@teleworm.us,818-736-5120,Eatville.com,Service Provider,Partner,Lost Lead,"26 Nov, 2019 00:10:00",Yes,November
3714,Keenan,Sherman's,Roger Terrence,KerryMKeenan@cuvox.de,417-669-5210,CheapPasses.com,Consulting,Advertisement,Contacted,"26 Nov, 2019 00:10:00",Yes,November
3715,Lyon,Janeville,David Love,IsaJLyon@armyspy.com,919-495-7800,PremiumTent.com,Government/Military,Online Store,Not Contacted,"26 Nov, 2019 00:10:00",Yes,November
3716,Cherry,Gino's Hamburgers,Rozario Diego,FrankMCherry@fleckens.hu,330-580-7804,FuturesTips.com,Education,External Referral,Pre Qualified,"26 Nov, 2019 00:10:00",Yes,November
3717,Barnard,Budget Tapes & Records,Tina Thomas,ChaseSBarnard@armyspy.com,718-458-6804,GotStreaming.com,Education,Sales Mail Alias,Contact in Future,"26 Nov, 2019 00:10:00",Yes,November
3718,Hill,Mikro Designs,Santa Cruz Clara,SharonAHill@dayrep.com,505-995-3395,PoeticLanguage.com,Financial Services,External Referral,Contacted,"26 Nov, 2019 00:10:00",Yes,November
3719,Henkle,Quickbiz,Harold Pawlan,CharlesEHenkle@dayrep.com,970-513-3183,TextPublish.com,Education,Trade Show,Junk Lead,"26 Nov, 2019 00:10:00",Yes,November
3720,Armstrong,Express Merchant Service,Roger Terrence,LewisSArmstrong@fleckens.hu,971-213-4641,PortalAlert.com,Education,Online Store,Pre Qualified,"26 Nov, 2019 00:10:00",Yes,November
3721,Walker,Heslop's,Jasmine Frank,GlenAWalker@jourrapide.com,308-396-8880,AutomobileInsuranceGuide.com,Manufacturing,Public Relations,Contact in Future,"26 Nov, 2019 00:10:00",Yes,November
3722,Hester,Franklin Simon,Jasmine Frank,RubyJHester@fleckens.hu,804-493-6167,ShowState.com,Pharma,Cold Call,Lost Lead,"26 Nov, 2019 00:10:00",Yes,November
3723,Freed,Rite Solution,Harold Pawlan,MeganCFreed@teleworm.us,580-617-9720,PodcastSpeakers.com,Technology,Public Relations,Contacted,"26 Nov, 2019 00:10:00",Yes,November
2448,Pare,National Lumber,Thomas Mondrake,KellyDPare@einrot.com,614-557-9208,WhoIsCompany.com,Manufacturing,External Referral,Lost Lead,"26 Nov, 2019 00:10:00",Yes,November
2449,Myers,Advansed Teksyztems,Tina Thomas,WoodrowEMyers@einrot.com,318-795-4818,InsuranceBlogging.com,Government/Military,Employee Referral,Contacted,"26 Nov, 2019 00:10:00",Yes,November
2450,Santiago,University Stereo,Thomas Mondrake,GayleCSantiago@armyspy.com,404-287-8720,ReverseAlarms.com,Consulting,Cold Call,Not Contacted,"26 Nov, 2019 00:10:00",Yes,November
2451,Miller,Thrift Auto Parts,Santa Cruz Clara,MamieSMiller@einrot.com,312-320-3432,IndianapolisHockey.com,Service Provider,Advertisement,Pre Qualified,"26 Nov, 2019 00:10:00",Yes,November
2452,Munoz,Greenwich IGA,Jasmine Frank,RaquelBMunoz@einrot.com,412-202-0838,ResellerMarkets.com,IT Services,External Referral,Contact in Future,"26 Nov, 2019 00:10:00",Yes,November
2459,Pollard,Great Western,Rozario Diego,WilliamJPollard@teleworm.us,352-987-7327,ForumFee.com,IT Services,Public Relations,Not Contacted,"25 Nov, 2019 00:10:00",Yes,November
2460,Holloway,Great American Music,Thomas Mondrake,RosaJHolloway@gustr.com,717-518-1615,OptionAlerts.com,Education,Web Research,Pre Qualified,"25 Nov, 2019 00:10:00",Yes,November
2461,Perry,Carrols Restaurant Group,Rozario Diego,SandraEPerry@dayrep.com,412-761-7034,PieMasters.com,Government/Military,Employee Referral,Contact in Future,"25 Nov, 2019 00:10:00",Yes,November
2462,Thompson,Envirotecture Design,Roger Terrence,RoyBThompson@rhyta.com,978-840-4650,DigitalArms.com,Government/Military,External Referral,Contacted,"25 Nov, 2019 00:10:00",Yes,November
4513,Weldon,Price Club,Jasmine Frank,JohnMWeldon@dayrep.com,484-729-1352,AltaRank.com,Communications,Partner,Pre Qualified,"25 Nov, 2019 00:10:00",Yes,November
3248,Jackson,First Choice Yard Help,Roger Terrence,BonnieEJackson@jourrapide.com,773-753-5363,AnMRI.com,IT Services,Employee Referral,Pre Qualified,"25 Nov, 2019 00:10:00",Yes,November
1983,Bowers,Grey Fade,Santa Cruz Clara,JustinCBowers@teleworm.us,856-843-5581,TrademarkAid.com,Government/Military,Cold Call,Pre Qualified,"25 Nov, 2019 00:10:00",Yes,November
3724,Trogdon,Red Robin Stores,Thomas Mondrake,TerriATrogdon@rhyta.com,601-921-4292,GetEvidence.com,Government/Military,External Referral,Not Contacted,"25 Nov, 2019 00:10:00",Yes,November
3725,Keim,Turtle's Records & Tapes,Tina Thomas,BryanLKeim@einrot.com,406-584-0938,ASAPU.com,IT Services,Online Store,Pre Qualified,"25 Nov, 2019 00:10:00",Yes,November
3726,Hernandez,The Polka Dot Bear Tavern,Tina Thomas,JesseJHernandez@einrot.com,256-672-9237,EatReviews.com,Manufacturing,Employee Referral,Contact in Future,"25 Nov, 2019 00:10:00",Yes,November
3727,Bynoe,Tweeter,Lazar Mathew,ValrieSBynoe@einrot.com,828-312-8091,CellJet.com,IT Services,Trade Show,Contacted,"25 Nov, 2019 00:10:00",Yes,November
3733,Torrez,Rainbow Bay Crafts,Jasmine Frank,JamesATorrez@cuvox.de,207-746-7973,DirectoryTags.com,Communications,Employee Referral,Pre Qualified,"23 Nov, 2019 00:10:00",Yes,November
3734,Hammond,David Weis,Lazar Mathew,BruceVHammond@fleckens.hu,610-585-4752,GenevaBlog.com,Service Provider,Online Store,Contact in Future,"23 Nov, 2019 00:10:00",Yes,November
2463,Stafford,Weathervane,David Love,BethanyBStafford@fleckens.hu,314-733-6033,WifiFly.com,Consulting,External Referral,Junk Lead,"23 Nov, 2019 00:10:00",Yes,November
2464,Lawson,Exact Solutions,Harold Pawlan,RobertBLawson@fleckens.hu,740-881-8056,SalonLookup.com,Pharma,Online Store,Attempted to Contact,"23 Nov, 2019 00:10:00",Yes,November
2465,Potter,ManPower,David Love,JeffreyEPotter@einrot.com,330-960-7096,NashvilleTravelAgent.com,Manufacturing,Cold Call,Lost Lead,"23 Nov, 2019 00:10:00",Yes,November
2466,Dyer,Romp,Harold Pawlan,WayneKDyer@einrot.com,845-354-2897,CamSupplier.com,Pharma,Advertisement,Contacted,"23 Nov, 2019 00:10:00",Yes,November
2467,Hunt,Funtown toys,David Love,JimGHunt@jourrapide.com,509-214-7156,AssistantBuyers.com,Technology,External Referral,Not Contacted,"23 Nov, 2019 00:10:00",Yes,November
2468,Miller,Harold Powell,Jasmine Frank,BobbyDMiller@cuvox.de,507-358-2299,ManagementBio.com,Communications,Web Research,Pre Qualified,"23 Nov, 2019 00:10:00",Yes,November
2469,Sills,Pointers,Tina Thomas,ChristineBSills@fleckens.hu,559-305-4606,ShowState.com,Financial Services,Partner,Contact in Future,"23 Nov, 2019 00:10:00",Yes,November
4525,Pena,Helping Hand,Roger Terrence,LorraineCPena@teleworm.us,912-739-7892,DollNursery.com,Manufacturing,Web Research,Contacted,"23 Nov, 2019 00:10:00",Yes,November
3260,Beeks,Budget Tapes & Records,Harold Pawlan,RobertBBeeks@fleckens.hu,908-968-3447,SafariRewards.com,Service Provider,Sales Mail Alias,Contacted,"23 Nov, 2019 00:10:00",Yes,November
4540,McClelland,Pay'N Takeit,Santa Cruz Clara,MackLMcClelland@gustr.com,334-608-7031,SheWeek.com,Pharma,Cold Call,Lost Lead,"23 Nov, 2019 00:10:00",Yes,November
4542,Sevilla,Reliable Investments,Harold Pawlan,StephanieTSevilla@gustr.com,309-710-5878,SeeGreatBritain.com,Financial Services,Sales Mail Alias,Not Contacted,"23 Nov, 2019 00:10:00",Yes,November
1995,Turner,Jack Lang,Santa Cruz Clara,JerryJTurner@gustr.com,816-308-8124,MortgageDo.com,Manufacturing,External Referral,Contacted,"23 Nov, 2019 00:10:00",Yes,November
3275,Gutierrez,The Pink Pig Tavern,Jasmine Frank,DannyLGutierrez@rhyta.com,270-828-9813,PokerProtocol.com,Financial Services,Cold Call,Lost Lead,"23 Nov, 2019 00:10:00",Yes,November
3277,Wenzel,Waves Music,Lazar Mathew,DennisMWenzel@teleworm.us,714-843-9863,NetworkingProfiles.com,Technology,Trade Show,Not Contacted,"23 Nov, 2019 00:10:00",Yes,November
2010,Houston,Olson's Market,Rozario Diego,AlvaWHouston@cuvox.de,702-944-6856,RebateSecrets.com,Financial Services,Cold Call,Lost Lead,"23 Nov, 2019 00:10:00",Yes,November
2012,Martino,Cougar Investment,Jasmine Frank,ChristopherBMartino@gustr.com,785-526-6451,Blogvite.com,Education,Online Store,Not Contacted,"23 Nov, 2019 00:10:00",Yes,November
3728,Livingston,Red Food,Thomas Mondrake,JamesPLivingston@fleckens.hu,563-332-6672,FujiPlans.com,Pharma,Trade Show,Junk Lead,"23 Nov, 2019 00:10:00",Yes,November
3729,Holliday,Auto Palace,Jasmine Frank,JasonVHolliday@einrot.com,508-751-6643,SatelliteStock.com,Financial Services,Advertisement,Attempted to Contact,"23 Nov, 2019 00:10:00",Yes,November
3730,Donaldson,Alpha Beta,David Love,KrystalJDonaldson@dayrep.com,818-309-5161,SandBed.com,Manufacturing,Partner,Lost Lead,"23 Nov, 2019 00:10:00",Yes,November
3731,Garza,E-zhe Source,Tina Thomas,ChristopherCGarza@jourrapide.com,501-281-9066,SpeedWedding.com,Government/Military,Advertisement,Contacted,"23 Nov, 2019 00:10:00",Yes,November
3732,Kiser,Life Map,David Love,TedRKiser@gustr.com,361-291-5219,Amazingville.com,Service Provider,Trade Show,Not Contacted,"23 Nov, 2019 00:10:00",Yes,November
3735,Capps,Ernst Home Centers,Rozario Diego,ToddACapps@teleworm.us,714-713-0440,MortgageDo.com,Government/Military,Employee Referral,Contacted,"13 Nov, 2019 00:09:00",Yes,November
3736,Clarke,Belle Ladi,Harold Pawlan,RichardBClarke@einrot.com,618-749-4057,ConnectLists.com,Technology,Cold Call,Junk Lead,"13 Nov, 2019 00:09:00",Yes,November
2470,Ardis,Quality Event Planner,David Love,LyndaKArdis@superrito.com,603-658-1901,OnlineJuryDuty.com,IT Services,Trade Show,Contacted,"13 Nov, 2019 00:09:00",Yes,November
2471,Williams,Murray's Discount Auto Stores,Rozario Diego,AminaJWilliams@teleworm.us,850-431-6083,QuestDrive.com,Financial Services,Partner,Junk Lead,"13 Nov, 2019 00:09:00",Yes,November
3737,Vogan,Hanover Shoe,Santa Cruz Clara,BillyHVogan@dayrep.com,816-628-9415,BracketBasics.com,Communications,Employee Referral,Attempted to Contact,"08 Nov, 2019 00:09:00",Yes,November
3738,Gorman,Big Apple,Lazar Mathew,AngelaEGorman@rhyta.com,601-298-0699,BonusBrands.com,Financial Services,Web Research,Pre Qualified,"08 Nov, 2019 00:09:00",Yes,November
3739,Martin,New World Realty,Pete Zachariah,AaronTMartin@jourrapide.com,916-858-5301,GeneBlogs.com,Financial Services,Cold Call,Contact in Future,"08 Nov, 2019 00:09:00",Yes,November
2472,Schalk,Awthentikz,Roger Terrence,SaraRSchalk@einrot.com,870-381-4921,BadOdds.com,Manufacturing,Sales Mail Alias,Attempted to Contact,"08 Nov, 2019 00:09:00",Yes,November
2473,Shapiro,O.K. Fairbanks,Rozario Diego,BillieCShapiro@teleworm.us,269-568-3574,TextMarathon.com,Financial Services,Employee Referral,Pre Qualified,"08 Nov, 2019 00:09:00",Yes,November
2474,Stephens,Brand Names,Roger Terrence,AlonzoOStephens@rhyta.com,802-618-6671,ChocolateDealer.com,Manufacturing,Employee Referral,Contact in Future,"08 Nov, 2019 00:09:00",Yes,November
4550,Clark,Frame Scene,Tina Thomas,ShelleyJClark@jourrapide.com,701-571-0668,PoolVendor.com,Communications,Trade Show,Contacted,"08 Nov, 2019 00:09:00",Yes,November
3285,Carlson,The Sample,Harold Pawlan,JanCCarlson@cuvox.de,305-682-7162,TeeInfo.com,Pharma,Cold Call,Contacted,"08 Nov, 2019 00:09:00",Yes,November
2020,Canas,Laura Ashley,Harold Pawlan,MarionTCanas@rhyta.com,616-252-2886,RodeoAwards.com,Communications,Trade Show,Contacted,"08 Nov, 2019 00:09:00",Yes,November
3740,Dibiase,Audio Visions,Roger Terrence,KellyDDibiase@gustr.com,478-369-5077,Rankingalerts.com,Service Provider,Cold Call,Contacted,"07 Nov, 2019 00:09:00",Yes,November
3741,Frisby,Huffman and Boyle,Harold Pawlan,ShannonDFrisby@einrot.com,309-863-5505,InsuranceNames.com,Service Provider,Sales Mail Alias,Not Contacted,"07 Nov, 2019 00:09:00",Yes,November
2475,Baca,Wise Appraisals,Harold Pawlan,FloydMBaca@superrito.com,419-533-7637,HandbagSpecialist.com,IT Services,Partner,Contacted,"07 Nov, 2019 00:09:00",No,November
2476,Baker,Rite Solution,Harold Pawlan,JamesEBaker@cuvox.de,215-652-4722,OpenAdvertiser.com,Government/Military,External Referral,Not Contacted,"07 Nov, 2019 00:09:00",Yes,November
4553,Ray,Sound Advice,Thomas Mondrake,KevinBRay@superrito.com,253-856-3912,CompanyReservations.com,Government/Military,Cold Call,Contact in Future,"07 Nov, 2019 00:09:00",Yes,November
4554,Childress,Colonial Stores,Pete Zachariah,ConcettaRChildress@superrito.com,970-874-4382,ScottsdaleSkincare.com,Financial Services,Cold Call,Contacted,"07 Nov, 2019 00:09:00",Yes,November
3288,Johnson,Baltimore Markets,Augustine Paul,DonaldCJohnson@einrot.com,662-767-5725,EqualForum.com,Education,Trade Show,Contact in Future,"07 Nov, 2019 00:09:00",Yes,November
3289,Nguyen,Soft Warehouse,Augustine Paul,KimberlyRNguyen@einrot.com,570-827-4452,TicketScanners.com,IT Services,Partner,Contacted,"07 Nov, 2019 00:09:00",Yes,November
2023,Wright,Sunny's Surplus,Harold Pawlan,BrendaHWright@teleworm.us,386-761-8046,TennisBrand.com,Manufacturing,Employee Referral,Contact in Future,"07 Nov, 2019 00:09:00",Yes,November
